Ticker,Volatility,Max_Drawdown
VNM,0.015720811996689236,-0.10543207511017437
FPT,0.01776923921946863,-0.23193473193473194
VCB,0.020212970923252225,-0.2503022974607013
MBB,0.029128693938505326,-0.40169133192389006
HPG,0.03568626329198281,-0.49159663865546216
